Wavelength [nm],Solar spectral irradiance [W/m\sp2\ep/nm]
272.7,0.19517825
272.75,0.19728121
272.8,0.19978401
272.85,0.20832483
272.9,0.22474821
272.95,0.24340448
273,0.25720189
273.05,0.2606051
273.1,0.25457679
273.15,0.2469368
273.2,0.24288757
273.25,0.2406996
273.3,0.23537778
273.35,0.22542148
273.4,0.21389607
273.45,0.20506229
273.5,0.20068741
273.55,0.19821384
273.6,0.19506604
273.65,0.18947142
273.7,0.17900333
273.75,0.16589373
273.8,0.15643343
273.85,0.15330741
273.9,0.15233228
273.95,0.14682515
274,0.13766913
274.05,0.13102708
274.1,0.12949851
274.15,0.13025515
274.2,0.1285253
274.25,0.1232271
274.3,0.11605356
274.35,0.1101786
274.4,0.10862723
274.45,0.11130861
274.5,0.11714731
274.55,0.12373234
274.6,0.12578557
274.65,0.12167204
274.7,0.11581349
274.75,0.11289003
274.8,0.11489797
274.85,0.11912847
274.9,0.12036981
274.95,0.11738178
275,0.11383346
275.05,0.11470038
275.1,0.12207737
275.15,0.13478726
275.2,0.15060109
275.25,0.1649257
275.3,0.17222542
275.35,0.17249509
275.4,0.16993048
275.45,0.1669416
275.5,0.16348577
275.55,0.1584726
275.6,0.15272227
275.65,0.15068892
275.7,0.1565968
275.75,0.16921727
275.8,0.18600503
275.85,0.2080711
275.9,0.2303835
275.95,0.24224975
276,0.24336245
276.05,0.24207671
276.1,0.2415412
276.15,0.2385664
276.2,0.23183188
276.25,0.22442533
276.3,0.22200316
276.35,0.22766937
276.4,0.23774635
276.45,0.248168
276.5,0.2581668
276.55,0.26607373
276.6,0.26831635
276.65,0.26446738
276.7,0.25841757
276.75,0.25378736
276.8,0.25107152
276.85,0.24818603
276.9,0.24470455
276.95,0.24351312
277,0.24751874
277.05,0.25543766
277.1,0.2625835
277.15,0.26514999
277.2,0.26200727
277.25,0.25693825
277.3,0.25556665
277.35,0.25899244
277.4,0.26325494
277.45,0.2633141
277.5,0.25873354
277.55,0.25238941
277.6,0.24496661
277.65,0.23593799
277.7,0.2276508
277.75,0.22171974
277.8,0.21554478
277.85,0.20681894
277.9,0.19716443
277.95,0.18957789
278,0.18380967
278.05,0.17878042
278.1,0.17516759
278.15,0.17298772
278.2,0.17166284
278.25,0.170639
278.3,0.16856094
278.35,0.16527501
278.4,0.16277507
278.45,0.1620317
278.5,0.16210431
278.55,0.16176963
278.6,0.16067061
278.65,0.15887381
278.7,0.15580154
278.75,0.15085342
278.8,0.14439108
278.85,0.13769739
278.9,0.13181151
278.95,0.12634381
279,0.12060748
279.05,0.1148656
279.1,0.10929687
279.15,0.10358249
279.2,0.09770224
279.25,0.09178445
279.3,0.08598197
279.35,0.08055344
279.4,0.07541138
279.45,0.07091065
279.5,0.06830027
279.55,0.06814606
279.6,0.0684586
279.65,0.06607709
279.7,0.06158738
279.75,0.05811629
279.8,0.05654818
279.85,0.05637422
279.9,0.05719859
279.95,0.05852857
280,0.05975069
280.05,0.06019896
280.1,0.05975375
280.15,0.05913435
280.2,0.0592494
280.25,0.06101748
280.3,0.06397178
280.35,0.0659592
280.4,0.06664713
280.45,0.06790719
280.5,0.07094999
280.55,0.07560993
280.6,0.08125116
280.65,0.08733221
280.7,0.09353224
280.75,0.0998735
280.8,0.10661245
280.85,0.11402711
280.9,0.12202657
280.95,0.13017693
281,0.13788725
281.05,0.14425263
281.1,0.14906947
281.15,0.15308068
281.2,0.15735312
281.25,0.16257679
281.3,0.16835637
281.35,0.17527446
281.4,0.18519099
281.45,0.19809898
281.5,0.21115924
281.55,0.22121303
281.6,0.22680944
281.65,0.2291046
281.7,0.23076206
281.75,0.23301142
281.8,0.23675167
281.85,0.24283688
281.9,0.25011226
281.95,0.25721495
282,0.26415405
282.05,0.27050581
282.1,0.27445939
282.15,0.27572752
282.2,0.27594384
282.25,0.27618438
282.3,0.27721184
282.35,0.28068247
282.4,0.28739443
282.45,0.29538045
282.5,0.29978212
282.55,0.29671917
282.6,0.28949862
282.65,0.28576792
282.7,0.28922176
282.75,0.29585498
282.8,0.30025076
282.85,0.30290496
282.9,0.30687059
282.95,0.31337525
283,0.32089336
283.05,0.32601626
283.1,0.32712677
283.15,0.32647505
283.2,0.32561412
283.25,0.32313486
283.3,0.32089685
283.35,0.32141455
283.4,0.32222567
283.45,0.31987177
283.5,0.31370614
283.55,0.30367281
283.6,0.29349841
283.65,0.29181388
283.7,0.30064737
283.75,0.31450503
283.8,0.3257979
283.85,0.32983375
283.9,0.3290054
283.95,0.32605958
284,0.32007951
284.05,0.31128428
284.1,0.3035419
284.15,0.29979746
284.2,0.29946102
284.25,0.2982364
284.3,0.29116376
284.35,0.27860333
284.4,0.26449504
284.45,0.2559457
284.5,0.25517602
284.55,0.25361238
284.6,0.24533876
284.65,0.23132277
284.7,0.214859
284.75,0.19922424
284.8,0.18438975
284.85,0.16922197
284.9,0.15404048
284.95,0.14004005
285,0.12816312
285.05,0.11719379
285.1,0.1062516
285.15,0.09673322
285.2,0.08936405
285.25,0.08425626
285.3,0.08245651
285.35,0.08455889
285.4,0.09007551
285.45,0.09804984
285.5,0.10731845
285.55,0.11703443
285.6,0.12706824
285.65,0.13799845
285.7,0.15042396
285.75,0.16493108
285.8,0.1807696
285.85,0.19604742
285.9,0.21108653
285.95,0.22790184
286,0.248075
286.05,0.26793031
286.1,0.28171299
286.15,0.29117322
286.2,0.29986327
286.25,0.3073985
286.3,0.31345481
286.35,0.31924195
286.4,0.32656296
286.45,0.33585567
286.5,0.34357077
286.55,0.34656118
286.6,0.34770003
286.65,0.35014068
286.7,0.35060233
286.75,0.3458581
286.8,0.33976886
286.85,0.33638545
286.9,0.33452621
286.95,0.33338119
287,0.33590327
287.05,0.34582875
287.1,0.36368671
287.15,0.38265797
287.2,0.39424285
287.25,0.3971891
287.3,0.39359716
287.35,0.38436253
287.4,0.371801
287.45,0.36070919
287.5,0.35460543
287.55,0.35133433
287.6,0.34445011
287.65,0.33295419
287.7,0.32236687
287.75,0.3165034
287.8,0.31368164
287.85,0.3082679
287.9,0.29641175
287.95,0.27911996
288,0.26141606
288.05,0.24620511
288.1,0.23237684
288.15,0.21964809
288.2,0.21013185
288.25,0.20856419
288.3,0.21729539
288.35,0.23314186
288.4,0.25324305
288.45,0.27686928
288.5,0.30150411
288.55,0.32334824
288.6,0.33962488
288.65,0.34841192
288.7,0.35181519
288.75,0.35493948
288.8,0.35834623
288.85,0.36118644
288.9,0.36527593
288.95,0.37025096
289,0.37409829
289.05,0.3776224
289.1,0.3825035
289.15,0.38762798
289.2,0.39227061
289.25,0.39780223
289.3,0.40286806
289.35,0.40618968
289.4,0.41055532
289.45,0.41750362
289.5,0.42616372
289.55,0.43865995
289.6,0.4569419
289.65,0.47552949
289.7,0.48832526
289.75,0.49572013
289.8,0.50101993
289.85,0.50743068
289.9,0.51792401
289.95,0.53352843
290,0.55321895
290.05,0.57460371
290.1,0.59191634
290.15,0.59833459
290.2,0.5904456
290.25,0.57739582
290.3,0.57607109
290.35,0.5886696
290.4,0.60504043
290.45,0.61555736
290.5,0.61798676
290.55,0.61641278
290.6,0.61012346
290.65,0.59851505
290.7,0.58813553
290.75,0.58261587
290.8,0.57849513
290.85,0.57266692
290.9,0.56644952
290.95,0.56295742
291,0.5616033
291.05,0.55978088
291.1,0.5574275
291.15,0.55631186
291.2,0.55742711
291.25,0.56206573
291.3,0.57456513
291.35,0.59062183
291.4,0.59643338
291.45,0.5867967
291.5,0.56855558
291.55,0.55149976
291.6,0.5397328
291.65,0.53439031
291.7,0.53524526
291.75,0.53583178
291.8,0.53051614
291.85,0.52313227
291.9,0.52037797
291.95,0.52327335
292,0.52718801
292.05,0.52730432
292.1,0.52441689
292.15,0.52277638
292.2,0.52221539
292.25,0.51921656
292.3,0.51345356
292.35,0.50457614
292.4,0.49004434
292.45,0.47389099
292.5,0.46582357
292.55,0.46462436
292.6,0.46012745
292.65,0.45221656
292.7,0.44990393
292.75,0.45627118
292.8,0.4651019
292.85,0.46527409
292.9,0.45673927
292.95,0.45428374
293,0.46981479
293.05,0.50332104
293.1,0.53606743
293.15,0.55171317
293.2,0.55793488
293.25,0.56251297
293.3,0.5608754
293.35,0.55223148
293.4,0.54486586
293.45,0.54563032
293.5,0.55408983
293.55,0.56247446
293.6,0.55843854
293.65,0.53433463
293.7,0.49324839
293.75,0.45580106
293.8,0.44240584
293.85,0.44773357
293.9,0.45726219
293.95,0.46437477
294,0.47026637
294.05,0.47774074
294.1,0.48268442
294.15,0.47946009
294.2,0.47373527
294.25,0.4774761
294.3,0.49156476
294.35,0.50480515
294.4,0.50601364
294.45,0.49700372
294.5,0.48917588
294.55,0.49145648
294.6,0.50538907
294.65,0.52011324
294.7,0.51930414
294.75,0.49750022
294.8,0.46125707
294.85,0.42747564
294.9,0.41364501
294.95,0.41889436
295,0.43436534
295.05,0.4576997
295.1,0.48573723
295.15,0.51086716
295.2,0.5295707
295.25,0.54344237
295.3,0.54895664
295.35,0.53932332
295.4,0.51826995
295.45,0.50173939
295.5,0.50551082
295.55,0.52663587
295.6,0.54669368
295.65,0.55462213
295.7,0.54904453
295.75,0.5378029
295.8,0.53490168
295.85,0.54802107
295.9,0.57092054
295.95,0.58558071
296,0.58200521
296.05,0.56852845
296.1,0.5581639
296.15,0.5561642
296.2,0.56066422
296.25,0.56817462
296.3,0.57629878
296.35,0.57940331
296.4,0.56943265
296.45,0.54455241
296.5,0.50676687
296.55,0.46106205
296.6,0.41859416
296.65,0.38813499
296.7,0.37009518
296.75,0.36581532
296.8,0.37787656
296.85,0.39736953
296.9,0.4099395
296.95,0.41104661
297,0.40210347
297.05,0.39129154
297.1,0.39489369
297.15,0.41580707
297.2,0.44060388
297.25,0.45221354
297.3,0.44653434
297.35,0.43936413
297.4,0.44715422
297.45,0.47781139
297.5,0.52080959
297.55,0.55264342
297.6,0.56683371
297.65,0.57512721
297.7,0.59171121
297.75,0.61668938
297.8,0.63299023
297.85,0.6270328
297.9,0.60023539
297.95,0.56662754
298,0.53939633
298.05,0.51870575
298.1,0.49428983
298.15,0.4603791
298.2,0.42839489
298.25,0.41069816
298.3,0.40372143
298.35,0.39353675
298.4,0.3758581
298.45,0.36191588
298.5,0.35659085
298.55,0.35656496
298.6,0.36166413
298.65,0.37288982
298.7,0.3861841
298.75,0.39602358
298.8,0.40664369
298.85,0.42631156
298.9,0.45302273
298.95,0.48128371
299,0.51145501
299.05,0.53864986
299.1,0.55417617
299.15,0.55568076
299.2,0.54632595
299.25,0.53389149
299.3,0.52416019
299.35,0.51448665
299.4,0.49339903
299.45,0.45951731
299.5,0.43603551
299.55,0.43915406
299.6,0.45969611
299.65,0.48425348
299.7,0.50465786
299.75,0.5161257
299.8,0.51615915
299.85,0.49948728
299.9,0.4647282
299.95,0.42348351
300,0.39367899
300.05,0.37384105
300.1,0.35653585
300.15,0.34704324
300.2,0.34350793
300.25,0.33926404
300.3,0.33443006
300.35,0.33686885
300.4,0.35065395
300.45,0.37271674
300.5,0.39919247
300.55,0.42047023
300.6,0.42856635
300.65,0.42686661
300.7,0.41904563
300.75,0.40671117
300.8,0.39639786
300.85,0.39481076
300.9,0.40193743
300.95,0.41561238
301,0.43692363
301.05,0.46506014
301.1,0.49126443
301.15,0.50236539
301.2,0.49472938
301.25,0.48512756
301.3,0.48827077
301.35,0.49671326
301.4,0.49919728
301.45,0.49498621
301.5,0.48879888
301.55,0.48241359
301.6,0.47468132
301.65,0.4647399
301.7,0.45113961
301.75,0.43369204
301.8,0.41413156
301.85,0.39564175
301.9,0.38085487
301.95,0.36752079
302,0.35416169
302.05,0.34000995
302.1,0.32578778
302.15,0.32094499
302.2,0.33384631
302.25,0.36430635
302.3,0.40625182
302.35,0.44574785
302.4,0.46863102
302.45,0.47606125
302.5,0.47860081
302.55,0.48078686
302.6,0.47976083
302.65,0.47990248
302.7,0.49889098
302.75,0.5463811
302.8,0.60031811
302.85,0.63250523
302.9,0.64200745
302.95,0.63854352
303,0.63253237
303.05,0.63113669
303.1,0.63100656
303.15,0.62665053
303.2,0.62479875
303.25,0.63998512
303.3,0.66680655
303.35,0.68399574
303.4,0.6825445
303.45,0.67194439
303.5,0.66399794
303.55,0.66150463
303.6,0.65903634
303.65,0.64644517
303.7,0.6199581
303.75,0.58415147
303.8,0.54859899
303.85,0.53204598
303.9,0.54271349
303.95,0.56291248
304,0.57542769
304.05,0.57550097
304.1,0.5652599
304.15,0.55318521
304.2,0.54406319
304.25,0.53710995
304.3,0.5390767
304.35,0.55657947
304.4,0.58050871
304.45,0.59911766
304.5,0.61039039
304.55,0.61896938
304.6,0.62804877
304.65,0.63474228
304.7,0.62475215
304.75,0.59269385
304.8,0.56270501
304.85,0.55503615
304.9,0.5712533
304.95,0.60386696
305,0.63492335
305.05,0.64938697
305.1,0.64760837
305.15,0.65009539
305.2,0.6717353
305.25,0.69509011
305.3,0.69969194
305.35,0.67840577
305.4,0.63866861
305.45,0.6015123
305.5,0.57823979
305.55,0.56957361
305.6,0.57243254
305.65,0.5735794
305.7,0.5621561
305.75,0.5345022
305.8,0.49749843
305.85,0.47243916
305.9,0.46436754
305.95,0.46248888
306,0.46921576
306.05,0.49179173
306.1,0.5208359
306.15,0.54442681
306.2,0.56334937
306.25,0.57578396
306.3,0.57822296
306.35,0.57376563
306.4,0.56376575
306.45,0.54820258
306.5,0.53660093
306.55,0.53935019
306.6,0.54937208
306.65,0.54883484
306.7,0.53426976
306.75,0.52109813
306.8,0.52000494
306.85,0.5332204
306.9,0.55997273
306.95,0.58962244
307,0.61054374
307.05,0.62250458
307.1,0.62952559
307.15,0.63185717
307.2,0.62940345
307.25,0.62357515
307.3,0.61755506
307.35,0.61947185
307.4,0.62987968
307.45,0.63736288
307.5,0.63435993
307.55,0.61928082
307.6,0.60210931
307.65,0.60157625
307.7,0.61927591
307.75,0.63791033
307.8,0.64035272
307.85,0.62827831
307.9,0.62061425
307.95,0.62830772
308,0.64580436
308.05,0.65685612
308.1,0.65344124
308.15,0.64208739
308.2,0.62435672
308.25,0.60563442
308.3,0.5991777
308.35,0.60240092
308.4,0.60765611
308.45,0.62280964
308.5,0.65038395
308.55,0.67380761
308.6,0.68165244
308.65,0.67652724
308.7,0.66163873
308.75,0.64022542
308.8,0.61771396
308.85,0.5989823
308.9,0.58900027
308.95,0.58579604
309,0.57880786
309.05,0.5645442
309.1,0.54616793
309.15,0.5242505
309.2,0.50283291
309.25,0.48788537
309.3,0.47348902
309.35,0.45566525
309.4,0.44783136
309.45,0.45623504
309.5,0.4749114
309.55,0.49507734
309.6,0.50299136
309.65,0.49450279
309.7,0.47368839
309.75,0.44977977
309.8,0.44154169
309.85,0.4514828
309.9,0.46200602
309.95,0.45956074
310,0.44293588
310.05,0.42368699
310.1,0.41401835
310.15,0.41771309
310.2,0.43281381
310.25,0.45703066
310.3,0.49132551
310.35,0.53347576
310.4,0.5776537
310.45,0.61575635
310.5,0.64150241
310.55,0.65819268
310.6,0.67066841
310.65,0.68435203
310.7,0.70452757
310.75,0.72613865
310.8,0.74472295
310.85,0.76451008
310.9,0.78347779
310.95,0.79320167
311,0.79352135
311.05,0.7860629
311.1,0.77594072
311.15,0.77533201
311.2,0.78306289
311.25,0.78981338
311.3,0.79597575
311.35,0.79944309
311.4,0.78974571
311.45,0.76811065
311.5,0.7503911
311.55,0.74777272
311.6,0.75032565
311.65,0.73883607
311.7,0.71015142
311.75,0.67850116
311.8,0.65805698
311.85,0.64685996
311.9,0.63646184
311.95,0.6250887
312,0.61418341
312.05,0.60573575
312.1,0.60204131
312.15,0.60238449
312.2,0.60310421
312.25,0.60396324
312.3,0.6088761
312.35,0.62191945
312.4,0.64189696
312.45,0.65797836
312.5,0.66011512
312.55,0.64777631
312.6,0.62981039
312.65,0.62190014
312.7,0.62721143
312.75,0.63639656
312.8,0.64625039
312.85,0.65304538
312.9,0.65307545
312.95,0.65291796
313,0.65911491
313.05,0.66538349
313.1,0.66300801
313.15,0.65848039
313.2,0.66019383
313.25,0.66302856
313.3,0.66274425
313.35,0.66334426
313.4,0.66500195
313.45,0.66301571
313.5,0.6643251
313.55,0.67761014
313.6,0.69325298
313.65,0.70080186
313.7,0.70262588
313.75,0.70954509
313.8,0.72541266
313.85,0.74115722
313.9,0.75111965
313.95,0.75382362
314,0.74817399
314.05,0.73640999
314.1,0.72435718
314.15,0.71756395
314.2,0.7118065
314.25,0.69696839
314.3,0.67079574
314.35,0.63259578
314.4,0.58591873
314.45,0.54754861
314.5,0.52979721
314.55,0.53404817
314.6,0.55580656
314.65,0.58262725
314.7,0.60256285
314.75,0.61346001
314.8,0.62069799
314.85,0.63438305
314.9,0.6581745
314.95,0.6833051
315,0.6980794
315.05,0.69851427
315.1,0.69471003
315.15,0.69737092
315.2,0.70342186
315.25,0.70414581
315.3,0.70029819
315.35,0.69825478
315.4,0.69501709
315.45,0.68224893
315.5,0.66558407
315.55,0.65500039
315.6,0.64453601
315.65,0.62551528
315.7,0.59675845
315.75,0.56210156
315.8,0.53109906
315.85,0.50989121
315.9,0.49442343
315.95,0.48198945
316,0.47577356
316.05,0.4768966
316.1,0.47959504
316.15,0.48111681
316.2,0.48733743
316.25,0.50029329
316.3,0.52073871
316.35,0.54885684
316.4,0.57499232
316.45,0.59007144
316.5,0.5951991
316.55,0.60005053
316.6,0.61142013
316.65,0.62362239
316.7,0.63498168
316.75,0.65474525
316.8,0.67897349
316.85,0.69210338
316.9,0.69603796
316.95,0.70458775
317,0.72513154
317.05,0.75554009
317.1,0.7873095
317.15,0.81457537
317.2,0.83513807
317.25,0.84844011
317.3,0.85597709
317.35,0.85847667
317.4,0.85443717
317.45,0.84384019
317.5,0.82921306
317.55,0.81209915
317.6,0.7976511
317.65,0.79492507
317.7,0.79949824
317.75,0.79441615
317.8,0.77190745
317.85,0.73343456
317.9,0.68788247
317.95,0.6483238
318,0.61721551
318.05,0.59527246
318.1,0.58503433
318.15,0.5790422
318.2,0.57113005
318.25,0.56624663
318.3,0.57005272
318.35,0.57938925
318.4,0.58889226
318.45,0.59917205
318.5,0.60993604
318.55,0.62140674
318.6,0.63647475
318.65,0.65203718
318.7,0.66203759
318.75,0.66833118
318.8,0.67843734
318.85,0.69152613
318.9,0.70309608
318.95,0.72057673
319,0.74216621
319.05,0.74557663
319.1,0.72467075
319.15,0.69435582
319.2,0.66435674
319.25,0.63601235
319.3,0.61298822
319.35,0.60133748
319.4,0.60580999
319.45,0.62338127
319.5,0.64014783
319.55,0.65093766
319.6,0.66127342
319.65,0.671857
319.7,0.68084817
319.75,0.69078914
319.8,0.70770796
319.85,0.73890249
319.9,0.77730407
319.95,0.80172822
320,0.8049443
320.05,0.79289211
320.1,0.78150517
320.15,0.78995823
320.2,0.8135381
320.25,0.83189832
320.3,0.83633059
320.35,0.83726263
320.4,0.84781273
320.45,0.86598448
320.5,0.87979477
320.55,0.87853513
320.6,0.86628504
320.65,0.85803298
320.7,0.85861525
320.75,0.85790921
320.8,0.84510902
320.85,0.82182
320.9,0.79061792
320.95,0.75482674
321,0.72509917
321.05,0.70252211
321.1,0.6801981
321.15,0.65813021
321.2,0.63943176
321.25,0.62663191
321.3,0.62185777
321.35,0.62143401
321.4,0.61775626
321.45,0.61311763
321.5,0.61728491
321.55,0.63390249
321.6,0.65837487
321.65,0.67707793
321.7,0.68435271
321.75,0.68856618
321.8,0.70113931
321.85,0.73077022
321.9,0.76576375
321.95,0.7826011
322,0.77967
322.05,0.77669013
322.1,0.78394536
322.15,0.78723574
322.2,0.77129315
322.25,0.74244892
322.3,0.71870122
322.35,0.71125657
322.4,0.71604715
322.45,0.72498206
322.5,0.72566881
322.55,0.70662599
322.6,0.67650812
322.65,0.65111886
322.7,0.63648041
322.75,0.62729669
322.8,0.6151626
322.85,0.6001602
322.9,0.58891867
322.95,0.58409379
323,0.58302531
323.05,0.58632037
323.1,0.59904833
323.15,0.61947021
323.2,0.6389779
323.25,0.65274922
323.3,0.65770408
323.35,0.65257972
323.4,0.6414858
323.45,0.62893646
323.5,0.61943833
323.55,0.62206583
323.6,0.63749562
323.65,0.64974591
323.7,0.65193601
323.75,0.6581722
323.8,0.68120922
323.85,0.71019749
323.9,0.72504667
323.95,0.72287071
324,0.72086609
324.05,0.73891643
324.1,0.76935607
324.15,0.78769538
324.2,0.78664274
324.25,0.77933647
324.3,0.77965576
324.35,0.78433748
324.4,0.78300092
324.45,0.77898229
324.5,0.78233196
324.55,0.79084407
324.6,0.79757951
324.65,0.80223728
324.7,0.79963651
324.75,0.78447412
324.8,0.76584361
324.85,0.75381367
324.9,0.7512274
324.95,0.7561889
325,0.76399683
325.05,0.77078871
325.1,0.773441
325.15,0.77543602
325.2,0.78367975
325.25,0.79604833
325.3,0.80739697
325.35,0.81812746
325.4,0.82825706
325.45,0.83669283
325.5,0.853388
325.55,0.89061848
325.6,0.931591
325.65,0.95296791
325.7,0.96033062
325.75,0.96342329
325.8,0.9659147
325.85,0.97367528
325.9,0.98771486
325.95,1.00364366
326,1.01320411
326.05,1.0126014
326.1,1.00799083
326.15,1.00227376
326.2,0.99361692
326.25,0.98968335
326.3,0.99513153
326.35,0.99856799
326.4,0.98996774
326.45,0.97018456
326.5,0.94893564
326.55,0.93521543
326.6,0.9359814
326.65,0.95396354
326.7,0.97432294
326.75,0.98299439
326.8,0.98344971
326.85,0.98404684
326.9,0.9868012
326.95,0.98654273
327,0.98057729
327.05,0.97213749
327.1,0.96010971
327.15,0.94265635
327.2,0.92651536
327.25,0.92239034
327.3,0.93580912
327.35,0.95364188
327.4,0.95770556
327.45,0.95203286
327.5,0.952667
327.55,0.96282393
327.6,0.96754314
327.65,0.9580778
327.7,0.9414185
327.75,0.92913257
327.8,0.92722627
327.85,0.92593827
327.9,0.91548814
327.95,0.89908877
328,0.88719403
328.05,0.8868464
328.1,0.8941065
328.15,0.9014259
328.2,0.90254528
328.25,0.89525774
328.3,0.88517641
328.35,0.8821244
328.4,0.89026412
328.45,0.89847152
328.5,0.89421947
328.55,0.8814899
328.6,0.86919584
328.65,0.85499282
328.7,0.83668433
328.75,0.82464892
328.8,0.83104581
328.85,0.8538469
328.9,0.87991481
328.95,0.90984753
329,0.95328957
329.05,0.99947703
329.1,1.02503666
329.15,1.03107424
329.2,1.03370004
329.25,1.037359
329.3,1.0435865
329.35,1.05616532
329.4,1.07409563
329.45,1.08862988
329.5,1.09122279
329.55,1.0847885
329.6,1.080804
329.65,1.08495636
329.7,1.09372897
329.75,1.09941829
329.8,1.09613194
329.85,1.08310672
329.9,1.06702012
329.95,1.05982049
330,1.06601529
330.05,1.0758966
330.1,1.08472379
330.15,1.08482281
330.2,1.0619749
330.25,1.02830962
330.3,0.99904929
330.35,0.98061083
330.4,0.97530535
330.45,0.97054673
330.5,0.95707483
330.55,0.93374679
330.6,0.90310811
330.65,0.87230785
330.7,0.85140881
330.75,0.85038753
330.8,0.8692903
330.85,0.89266467
330.9,0.90796997
330.95,0.9189115
331,0.92896527
331.05,0.93510114
331.1,0.93881085
331.15,0.94501521
331.2,0.95214535
331.25,0.94902615
331.3,0.93624523
331.35,0.92884166
331.4,0.9259069
331.45,0.91567081
331.5,0.90076087
331.55,0.89362258
331.6,0.89673611
331.65,0.90701686
331.7,0.91897696
331.75,0.9237576
331.8,0.92336617
331.85,0.92513153
331.9,0.92908421
331.95,0.93209819
332,0.93355343
332.05,0.93334736
332.1,0.93251811
332.15,0.93294789
332.2,0.93041831
332.25,0.91911535
332.3,0.89888542
332.35,0.88099405
332.4,0.88062714
332.45,0.8933039
332.5,0.90811103
332.55,0.92728356
332.6,0.94849581
332.65,0.9576529
332.7,0.94817206
332.75,0.92834064
332.8,0.91476017
332.85,0.91390614
332.9,0.9130089
332.95,0.90189987
333,0.88627697
333.05,0.88238411
333.1,0.89697552
333.15,0.91802489
333.2,0.92773285
333.25,0.92137205
333.3,0.9157379
333.35,0.92059032
333.4,0.92150125
333.45,0.90734312
333.5,0.88499039
333.55,0.86247086
333.6,0.84068706
333.65,0.82028545
333.7,0.80791809
333.75,0.81115037
333.8,0.82811388
333.85,0.85182984
333.9,0.87450183
333.95,0.88930795
334,0.89540266
334.05,0.89552929
334.1,0.8984775
334.15,0.90875586
334.2,0.91537906
334.25,0.90983077
334.3,0.90454127
334.35,0.91820492
334.4,0.94356093
334.45,0.96131914
334.5,0.9686601
334.55,0.97229677
334.6,0.97575533
334.65,0.97666633
334.7,0.97115853
334.75,0.96071298
334.8,0.95117008
334.85,0.94268141
334.9,0.92597379
334.95,0.89380147
335,0.86176029
335.05,0.85889163
335.1,0.88589766
335.15,0.92154832
335.2,0.94994641
335.25,0.96586301
335.3,0.9782123
335.35,0.98914329
335.4,0.99040868
335.45,0.98403058
335.5,0.9796444
335.55,0.9826955
335.6,0.98914034
335.65,0.98658465
335.7,0.97089982
335.75,0.95149921
335.8,0.92850863
335.85,0.88844217
335.9,0.82914163
335.95,0.76829021
336,0.71989749
336.05,0.68478902
336.1,0.66180012
336.15,0.64987478
336.2,0.64991276
336.25,0.67050191
336.3,0.71351045
336.35,0.76004223
336.4,0.79505468
336.45,0.82070458
336.5,0.84517918
336.55,0.86700961
336.6,0.87279392
336.65,0.8600212
336.7,0.83590895
336.75,0.8049216
336.8,0.77337861
336.85,0.74930457
336.9,0.73444258
336.95,0.72167195
337,0.70940867
337.05,0.70766838
337.1,0.71768283
337.15,0.72948837
337.2,0.73548074
337.25,0.73529437
337.3,0.73513266
337.35,0.74673515
337.4,0.77488174
337.45,0.80506092
337.5,0.82694616
337.55,0.85452027
337.6,0.89532804
337.65,0.93128127
337.7,0.95228062
337.75,0.96455888
337.8,0.96994406
337.85,0.96216948
337.9,0.93893645
337.95,0.91037993
338,0.88446947
338.05,0.8542676
338.1,0.8242511
338.15,0.81717887
338.2,0.84155773
338.25,0.87772565
338.3,0.89498317
338.35,0.88974327
338.4,0.87960795
338.45,0.87565773
338.5,0.88816199
338.55,0.91339252
338.6,0.93307744
338.65,0.94835702
338.7,0.96406668
338.75,0.96703016
338.8,0.95088831
338.85,0.92835541
338.9,0.91990617
338.95,0.93440361
339,0.957558
339.05,0.97027926
339.1,0.96308426
339.15,0.93697316
339.2,0.90829806
339.25,0.88816857
339.3,0.86773042
339.35,0.84677104
339.4,0.84246402
339.45,0.85756939
339.5,0.87927047
339.55,0.90348255
339.6,0.92816124
339.65,0.94842427
339.7,0.96673142
339.75,0.9878069
339.8,1.01157929
339.85,1.03343418
339.9,1.04830771
339.95,1.05552991
340,1.06559307
340.05,1.08800016
340.1,1.11007451
340.15,1.11474745
340.2,1.09837723
340.25,1.07232731
340.3,1.0538726
340.35,1.04310378
340.4,1.03284622
340.45,1.01916789
340.5,0.99837165
340.55,0.97781534
340.6,0.96913848
340.65,0.97032058
340.7,0.96391269
340.75,0.93994942
340.8,0.91423665
340.85,0.90629838
340.9,0.91199484
340.95,0.91061785
341,0.89797806
341.05,0.88967302
341.1,0.89483891
341.15,0.90742987
341.2,0.9155252
341.25,0.91422123
341.3,0.89834277
341.35,0.86903676
341.4,0.84345354
341.45,0.82555438
341.5,0.80983352
341.55,0.80438574
341.6,0.81920162
341.65,0.84976203
341.7,0.88075149
341.75,0.9006043
341.8,0.91048148
341.85,0.92133056
341.9,0.93874708
341.95,0.96395006
342,0.99536676
342.05,1.01954748
342.1,1.02888227
342.15,1.02630264
342.2,1.0152172
342.25,1.0020199
342.3,0.98651266
342.35,0.96646573
342.4,0.94722723
342.45,0.93634654
342.5,0.93787718
342.55,0.95037167
342.6,0.96837723
342.65,0.9771473
342.7,0.96616604
342.75,0.95273485
342.8,0.95662818
342.85,0.97418609
342.9,0.99575782
342.95,1.0193464
343,1.04695139
343.05,1.07215034
343.1,1.08168761
343.15,1.07367659
343.2,1.05546257
343.25,1.03324026
